date,Day,Visitor,League,Home,Time,Stadium,Longitude,Latitude,Elevation
8/25/2022,Thu,CIN,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
8/25/2022,Thu,CLE,AL,SEA,13:00,T-Mobile Park,-122.332907,47.591124,5.0
8/25/2022,Thu,COL,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
8/25/2022,Thu,MIN,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
8/25/2022,Thu,NYA,AL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
8/25/2022,Thu,SLN,NL,CHN,13:00,Wrigley Field,-87.65581,41.947929,182.0
8/25/2022,Thu,TOR,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
8/26/2022,Fri,ANA,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
8/26/2022,Fri,ARI,NL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
8/26/2022,Fri,ATL,NL,SLN,19:00,,,,
8/26/2022,Fri,BAL,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
8/26/2022,Fri,CHN,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
8/26/2022,Fri,CIN,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
8/26/2022,Fri,CLE,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
8/26/2022,Fri,COL,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
8/26/2022,Fri,DET,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
8/26/2022,Fri,LAN,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
8/26/2022,Fri,NYA,AL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
8/26/2022,Fri,PIT,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
8/26/2022,Fri,SDN,NL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
8/26/2022,Fri,SFN,NL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
8/26/2022,Fri,TBA,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
8/27/2022,Sat,ANA,AL,TOR,13:00,Rogers Centre,-79.389181,43.641682,83.0
8/27/2022,Sat,ARI,NL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
8/27/2022,Sat,ATL,NL,SLN,19:00,,,,
8/27/2022,Sat,BAL,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
8/27/2022,Sat,CHN,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
8/27/2022,Sat,CIN,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
8/27/2022,Sat,CLE,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
8/27/2022,Sat,COL,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
8/27/2022,Sat,DET,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
8/27/2022,Sat,LAN,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
8/27/2022,Sat,NYA,AL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
8/27/2022,Sat,PIT,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
8/27/2022,Sat,SDN,NL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
8/27/2022,Sat,SFN,NL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
8/27/2022,Sat,TBA,AL,BOS,13:00,Fenway Park,-71.097765,42.346247,5.0
8/28/2022,Sun,ANA,AL,TOR,13:00,Rogers Centre,-79.389181,43.641682,83.0
8/28/2022,Sun,ARI,NL,CHA,13:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
8/28/2022,Sun,ATL,NL,SLN,13:00,,,,
8/28/2022,Sun,BAL,AL,HOU,13:00,Minute Maid Park,-95.355411,29.757056,6.0
8/28/2022,Sun,CHN,NL,MIL,13:00,Miller Park,-87.971642,43.028436,188.0
8/28/2022,Sun,CIN,NL,WAS,13:00,Nationals Park,-77.007716,38.872576,2.0
8/28/2022,Sun,CLE,AL,SEA,13:00,T-Mobile Park,-122.332907,47.591124,5.0
8/28/2022,Sun,COL,NL,NYN,13:00,Yankee Stadium,-73.926949,40.829489,4.0
8/28/2022,Sun,DET,AL,TEX,13:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
8/28/2022,Sun,LAN,NL,MIA,13:00,Marlins Park,-80.219845,25.778324,2.0
8/28/2022,Sun,NYA,AL,OAK,13:00,Oakland Coliseum,-122.201047,37.751327,0.0
8/28/2022,Sun,PIT,NL,PHI,13:00,Citizens Bank Park,-75.166592,39.905584,-2.0
8/28/2022,Sun,SDN,NL,KCA,13:00,Kauffman Stadium,-94.480809,39.051246,261.0
8/28/2022,Sun,SFN,NL,MIN,13:00,Target Field,-93.278279,44.981717,252.0
8/28/2022,Sun,TBA,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
8/29/2022,Mon,BOS,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
8/29/2022,Mon,CHN,NL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
8/29/2022,Mon,LAN,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
8/29/2022,Mon,NYA,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
8/29/2022,Mon,PHI,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
8/29/2022,Mon,PIT,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
8/29/2022,Mon,SDN,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
8/29/2022,Mon,SLN,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
8/30/2022,Tue,BAL,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
8/30/2022,Tue,BOS,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
8/30/2022,Tue,CHN,NL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
8/30/2022,Tue,COL,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
8/30/2022,Tue,HOU,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
8/30/2022,Tue,KCA,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
8/30/2022,Tue,LAN,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
8/30/2022,Tue,NYA,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
8/30/2022,Tue,OAK,AL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
8/30/2022,Tue,PHI,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
8/30/2022,Tue,PIT,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
8/30/2022,Tue,SDN,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
8/30/2022,Tue,SEA,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
8/30/2022,Tue,SLN,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
8/30/2022,Tue,TBA,AL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
8/31/2022,Wed,BAL,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
8/31/2022,Wed,BOS,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
8/31/2022,Wed,CHN,NL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
8/31/2022,Wed,COL,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
8/31/2022,Wed,HOU,AL,TEX,13:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
8/31/2022,Wed,KCA,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
8/31/2022,Wed,LAN,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
8/31/2022,Wed,NYA,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
8/31/2022,Wed,OAK,AL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
8/31/2022,Wed,PHI,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
8/31/2022,Wed,PIT,NL,MIL,13:00,Miller Park,-87.971642,43.028436,188.0
8/31/2022,Wed,SDN,NL,SFN,13:00,Oracle Park,-122.389911,37.778369,3.0
8/31/2022,Wed,SEA,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
8/31/2022,Wed,SLN,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
8/31/2022,Wed,TBA,AL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
9/1/2022,Thu,BAL,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
9/1/2022,Thu,COL,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
9/1/2022,Thu,KCA,AL,CHA,13:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
9/1/2022,Thu,LAN,NL,NYN,13:00,Yankee Stadium,-73.926949,40.829489,4.0
9/1/2022,Thu,MIL,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
9/1/2022,Thu,OAK,AL,WAS,13:00,Nationals Park,-77.007716,38.872576,2.0
9/1/2022,Thu,SEA,AL,DET,13:00,Comerica Park,-83.04897,42.339451,176.0
9/1/2022,Thu,TEX,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
9/2/2022,Fri,CHN,NL,SLN,19:00,,,,
9/2/2022,Fri,COL,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
9/2/2022,Fri,HOU,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
9/2/2022,Fri,KCA,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
9/2/2022,Fri,MIA,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
9/2/2022,Fri,MIL,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
9/2/2022,Fri,MIN,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
9/2/2022,Fri,NYA,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
9/2/2022,Fri,OAK,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
9/2/2022,Fri,PHI,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
9/2/2022,Fri,SDN,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
9/2/2022,Fri,SEA,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
9/2/2022,Fri,TEX,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
9/2/2022,Fri,TOR,AL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
9/2/2022,Fri,WAS,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
9/3/2022,Sat,CHN,NL,SLN,19:00,,,,
9/3/2022,Sat,COL,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
9/3/2022,Sat,HOU,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
9/3/2022,Sat,KCA,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
9/3/2022,Sat,MIA,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
9/3/2022,Sat,MIL,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
9/3/2022,Sat,MIN,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
9/3/2022,Sat,NYA,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
9/3/2022,Sat,OAK,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
9/3/2022,Sat,PHI,NL,SFN,13:00,Oracle Park,-122.389911,37.778369,3.0
9/3/2022,Sat,SDN,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
9/3/2022,Sat,SEA,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
9/3/2022,Sat,TEX,AL,BOS,13:00,Fenway Park,-71.097765,42.346247,5.0
9/3/2022,Sat,TOR,AL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
9/3/2022,Sat,WAS,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
9/4/2022,Sun,CHN,NL,SLN,13:00,,,,
9/4/2022,Sun,COL,NL,CIN,13:00,Great American Ball Park,-84.507036,39.097474,149.0
9/4/2022,Sun,HOU,AL,ANA,13:00,Angel Stadium,-117.883171,33.799922,44.0
9/4/2022,Sun,KCA,AL,DET,13:00,Comerica Park,-83.04897,42.339451,176.0
9/4/2022,Sun,MIA,NL,ATL,13:00,SunTrust Park,-84.467987,33.891127,300.0
9/4/2022,Sun,MIL,NL,ARI,13:00,Chase Field,-112.066707,33.445001,324.0
9/4/2022,Sun,MIN,AL,CHA,13:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
9/4/2022,Sun,NYA,AL,TBA,13:00,Tropicana Field,-82.653453,27.76811,14.0
9/4/2022,Sun,OAK,AL,BAL,13:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
9/4/2022,Sun,PHI,NL,SFN,13:00,Oracle Park,-122.389911,37.778369,3.0
9/4/2022,Sun,SDN,NL,LAN,13:00,Dodger Stadium,-118.240228,34.073421,153.0
9/4/2022,Sun,SEA,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
9/4/2022,Sun,TEX,AL,BOS,13:00,Fenway Park,-71.097765,42.346247,5.0
9/4/2022,Sun,TOR,AL,PIT,13:00,PNC Park,-80.00618,40.447063,221.0
9/4/2022,Sun,WAS,NL,NYN,13:00,Yankee Stadium,-73.926949,40.829489,4.0
9/5/2022,Mon,ARI,NL,SDN,13:00,Petco Park,-117.157074,32.707063,5.0
9/5/2022,Mon,BOS,AL,TBA,13:00,Tropicana Field,-82.653453,27.76811,14.0
9/5/2022,Mon,CHA,AL,SEA,13:00,T-Mobile Park,-122.332907,47.591124,5.0
9/5/2022,Mon,CLE,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
9/5/2022,Mon,DET,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
9/5/2022,Mon,MIL,NL,COL,13:00,Coors Field,-104.994199,39.755719,1581.0
9/5/2022,Mon,MIN,AL,NYA,13:00,Citi Field,-73.84603,40.756587,5.0
9/5/2022,Mon,NYN,NL,PIT,13:00,PNC Park,-80.00618,40.447063,221.0
9/5/2022,Mon,SFN,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
9/5/2022,Mon,TEX,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
9/5/2022,Mon,TOR,AL,BAL,13:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
9/5/2022,Mon,WAS,NL,SLN,13:00,,,,
9/6/2022,Tue,ARI,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
9/6/2022,Tue,ATL,NL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
9/6/2022,Tue,BOS,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
9/6/2022,Tue,CHA,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
9/6/2022,Tue,CIN,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
9/6/2022,Tue,CLE,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
9/6/2022,Tue,DET,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
9/6/2022,Tue,MIA,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
9/6/2022,Tue,MIL,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
9/6/2022,Tue,MIN,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
9/6/2022,Tue,NYN,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
9/6/2022,Tue,SFN,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
9/6/2022,Tue,TEX,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
9/6/2022,Tue,TOR,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
9/6/2022,Tue,WAS,NL,SLN,19:00,,,,
9/7/2022,Wed,ARI,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
9/7/2022,Wed,ATL,NL,OAK,13:00,Oakland Coliseum,-122.201047,37.751327,0.0
9/7/2022,Wed,BOS,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
9/7/2022,Wed,CHA,AL,SEA,13:00,T-Mobile Park,-122.332907,47.591124,5.0
9/7/2022,Wed,CIN,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
9/7/2022,Wed,CLE,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
9/7/2022,Wed,DET,AL,ANA,13:00,Angel Stadium,-117.883171,33.799922,44.0
9/7/2022,Wed,MIA,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
9/7/2022,Wed,MIL,NL,COL,13:00,Coors Field,-104.994199,39.755719,1581.0
9/7/2022,Wed,MIN,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
9/7/2022,Wed,NYN,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
9/7/2022,Wed,SFN,NL,LAN,13:00,Dodger Stadium,-118.240228,34.073421,153.0
9/7/2022,Wed,TEX,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
9/7/2022,Wed,TOR,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
9/7/2022,Wed,WAS,NL,SLN,19:00,,,,
9/8/2022,Thu,CHA,AL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
9/8/2022,Thu,CIN,NL,CHN,13:00,Wrigley Field,-87.65581,41.947929,182.0
9/8/2022,Thu,MIA,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
9/8/2022,Thu,MIN,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
9/8/2022,Thu,SFN,NL,MIL,13:00,Miller Park,-87.971642,43.028436,188.0
9/8/2022,Thu,SFN,NL,MIL,13:00,Miller Park,-87.971642,43.028436,188.0
9/8/2022,Thu,WAS,NL,SLN,13:00,,,,
9/9/2022,Fri,ANA,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
9/9/2022,Fri,ARI,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
9/9/2022,Fri,ATL,NL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
9/9/2022,Fri,BOS,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
9/9/2022,Fri,CHA,AL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
9/9/2022,Fri,CIN,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
9/9/2022,Fri,CLE,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
9/9/2022,Fri,DET,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
9/9/2022,Fri,LAN,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
9/9/2022,Fri,NYN,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
9/9/2022,Fri,SFN,NL,CHN,13:00,Wrigley Field,-87.65581,41.947929,182.0
9/9/2022,Fri,SLN,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
9/9/2022,Fri,TBA,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
9/9/2022,Fri,TOR,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
9/9/2022,Fri,WAS,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
9/10/2022,Sat,ANA,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
9/10/2022,Sat,ARI,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
9/10/2022,Sat,ATL,NL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
9/10/2022,Sat,BOS,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
9/10/2022,Sat,CHA,AL,OAK,13:00,Oakland Coliseum,-122.201047,37.751327,0.0
9/10/2022,Sat,CIN,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
9/10/2022,Sat,CLE,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
9/10/2022,Sat,DET,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
9/10/2022,Sat,LAN,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
9/10/2022,Sat,NYN,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
9/10/2022,Sat,SFN,NL,CHN,13:00,Wrigley Field,-87.65581,41.947929,182.0
9/10/2022,Sat,SLN,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
9/10/2022,Sat,TBA,AL,NYA,13:00,Citi Field,-73.84603,40.756587,5.0
9/10/2022,Sat,TOR,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
9/10/2022,Sat,WAS,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
9/11/2022,Sun,ANA,AL,HOU,13:00,Minute Maid Park,-95.355411,29.757056,6.0
9/11/2022,Sun,ARI,NL,COL,13:00,Coors Field,-104.994199,39.755719,1581.0
9/11/2022,Sun,ATL,NL,SEA,13:00,T-Mobile Park,-122.332907,47.591124,5.0
9/11/2022,Sun,BOS,AL,BAL,13:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
9/11/2022,Sun,CHA,AL,OAK,13:00,Oakland Coliseum,-122.201047,37.751327,0.0
9/11/2022,Sun,CIN,NL,MIL,13:00,Miller Park,-87.971642,43.028436,188.0
9/11/2022,Sun,CLE,AL,MIN,13:00,Target Field,-93.278279,44.981717,252.0
9/11/2022,Sun,DET,AL,KCA,13:00,Kauffman Stadium,-94.480809,39.051246,261.0
9/11/2022,Sun,LAN,NL,SDN,13:00,Petco Park,-117.157074,32.707063,5.0
9/11/2022,Sun,NYN,NL,MIA,13:00,Marlins Park,-80.219845,25.778324,2.0
9/11/2022,Sun,SFN,NL,CHN,13:00,Wrigley Field,-87.65581,41.947929,182.0
9/11/2022,Sun,SLN,NL,PIT,13:00,PNC Park,-80.00618,40.447063,221.0
9/11/2022,Sun,TBA,AL,NYA,13:00,Citi Field,-73.84603,40.756587,5.0
9/11/2022,Sun,TOR,AL,TEX,13:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
9/11/2022,Sun,WAS,NL,PHI,13:00,Citizens Bank Park,-75.166592,39.905584,-2.0
9/12/2022,Mon,ANA,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
9/12/2022,Mon,ATL,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
9/12/2022,Mon,CHN,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
9/12/2022,Mon,HOU,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
9/12/2022,Mon,LAN,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
9/12/2022,Mon,PIT,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
9/12/2022,Mon,TBA,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
9/12/2022,Mon,TEX,AL,MIA,13:00,Marlins Park,-80.219845,25.778324,2.0
9/12/2022,Mon,TEX,AL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
9/13/2022,Tue,ANA,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
9/13/2022,Tue,ATL,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
9/13/2022,Tue,BAL,AL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
9/13/2022,Tue,CHN,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
9/13/2022,Tue,COL,NL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
9/13/2022,Tue,HOU,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
9/13/2022,Tue,KCA,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
9/13/2022,Tue,LAN,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
9/13/2022,Tue,MIL,NL,SLN,19:00,,,,
9/13/2022,Tue,NYA,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
9/13/2022,Tue,OAK,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
9/13/2022,Tue,PHI,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
9/13/2022,Tue,PIT,NL,CIN,13:00,Great American Ball Park,-84.507036,39.097474,149.0
9/13/2022,Tue,PIT,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
9/13/2022,Tue,SDN,NL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
9/13/2022,Tue,TBA,AL,TOR,13:00,Rogers Centre,-79.389181,43.641682,83.0
9/13/2022,Tue,TBA,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
9/14/2022,Wed,ANA,AL,CLE,13:00,Progressive Field,-81.685285,41.495545,199.0
9/14/2022,Wed,ATL,NL,SFN,13:00,Oracle Park,-122.389911,37.778369,3.0
9/14/2022,Wed,BAL,AL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
9/14/2022,Wed,CHN,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
9/14/2022,Wed,COL,NL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
9/14/2022,Wed,HOU,AL,DET,13:00,Comerica Park,-83.04897,42.339451,176.0
9/14/2022,Wed,KCA,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
9/14/2022,Wed,LAN,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
9/14/2022,Wed,MIL,NL,SLN,19:00,,,,
9/14/2022,Wed,NYA,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
9/14/2022,Wed,OAK,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
9/14/2022,Wed,PHI,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
9/14/2022,Wed,PIT,NL,CIN,13:00,Great American Ball Park,-84.507036,39.097474,149.0
9/14/2022,Wed,SDN,NL,SEA,13:00,T-Mobile Park,-122.332907,47.591124,5.0
9/14/2022,Wed,TBA,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
9/15/2022,Thu,CIN,NL,SLN,19:00,,,,
9/15/2022,Thu,KCA,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
9/15/2022,Thu,OAK,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
9/15/2022,Thu,PHI,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
9/15/2022,Thu,PIT,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
9/15/2022,Thu,SDN,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
9/15/2022,Thu,TBA,AL,TOR,13:00,Rogers Centre,-79.389181,43.641682,83.0
9/16/2022,Fri,BAL,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
9/16/2022,Fri,CHA,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
9/16/2022,Fri,CIN,NL,SLN,19:00,,,,
9/16/2022,Fri,COL,NL,CHN,13:00,Wrigley Field,-87.65581,41.947929,182.0
